Name,SMILES,pIC50,Reference
Linagliptin,CC#CCn1c(nc2c1c(=O)n(Cc1nc(C)c3c(n1)cccc3)c(=O)n2C)N1CCCC(C1)N,4.522878745,"(Didziapetris & Lanevskij, 2016)"
p38alpha inhibitor (3g),O=C(c1cc(F)c(c(c1)c1cc2nnc(n2n(c1=O)C)c1c(F)cccc1Cl)C)NC1CC1,4.522878745,"(Didziapetris & Lanevskij, 2016)"
p38alpha inhibitor (3j),CCn1c(=O)c(cc2n1c(nn2)c1c(F)cccc1Cl)c1cc(ccc1C)C(=O)NC1CC1,4.522878745,"(Didziapetris & Lanevskij, 2016)"
p38alpha inhibitor (3m),CCn1c(=O)c(cc2n1c(nn2)c1c(F)cccc1Cl)c1cc(cc(c1C)F)C(=O)NC1CC1,4.522878745,"(Didziapetris & Lanevskij, 2016)"
5-HT2A antagonist (3),Fc1ccc(cc1)S(=O)(=O)N1CCN(CC1)CCc1ccc(cc1F)F,5.312471039,"(Didziapetris & Lanevskij, 2016)"
EMD-281014,N#Cc1c[nH]c2c1cccc2C(=O)N1CCN(CC1)CCc1ccc(cc1F)F,5.896196279,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (2),Fc1ccc(cc1)CCc1ccc(nc1)S(=O)(=O)c1ccc(cc1)F,5.161150909,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (3),Fc1ccc(cc1)CCc1ccc(cn1)S(=O)(=O)c1ccc(cc1)F,5.086186148,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (7),Fc1ccc(cc1)C=Cc1ccc(nc1)S(=O)(=O)c1ccc(cc1)F,5.48148606,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (10),Fc1ccc(cc1)C=Cc1ccc(cn1)S(=O)(=O)c1ccc(cc1)F,5.022276395,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (17),Fc1ccccc1S(=O)(=O)c1ccc(nc1)C=Cc1ccncc1,5.37675071,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (19),Fc1ccc(c(c1)Cl)C=Cc1ccc(cn1)S(=O)(=O)c1ccccc1F,5.318758763,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (20),Fc1ccc(c(c1)C)C=Cc1ccc(cn1)S(=O)(=O)c1ccccc1F,5.301029996,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (21),N#Cc1cc(F)ccc1C=Cc1ccc(cn1)S(=O)(=O)c1ccccc1F,5.823908741,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (22),Fc1ccc(c(c1)O)C=Cc1ccc(cn1)S(=O)(=O)c1ccccc1F,5.677780705,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (23),Oc1ccccc1C=Cc1ccc(cn1)S(=O)(=O)c1ccccc1F,5.853871964,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (24),COc1cc(F)ccc1C=Cc1ccc(cn1)S(=O)(=O)c1ccccc1F,5.853871964,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (27),Fc1ccc(cc1)C=Cc1ccc(cn1)S(=O)c1ccccc1F,5.537602002,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (29),Fc1ccc(cc1)C=Cc1ccc(cn1)S(=O)c1ccccc1,5.408935393,"(Didziapetris & Lanevskij, 2016)"
5-HT2A ligand (30),Fc1ccc(c(c1)F)C=Cc1ccc(cn1)S(=O)c1ccccc1,5.552841969,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (8),O=C(C(F)(F)F)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.995678626,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (9),O=C(C(F)(F)F)NC1CCc2c1ccc(c2)CCN1CCN(CC1)c1nsc2c1cccc2,6.844663963,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (10),NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.210419288,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12a),CC(=O)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.053056729,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12b),CCC(=O)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.785156152,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12c),CCCC(=O)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.707743929,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12d),O=C(C1CC1)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,7.455931956,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12e),O=C(C(C)C)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.555955204,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12f),O=C(c1ccccc1)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.565431096,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12g),Cc1ccc(cc1)C(=O)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.71219827,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12h),Clc1ccc(cc1)C(=O)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.779891912,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12i),Fc1ccc(cc1)C(=O)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,7.107905397,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12j),O=C(c1cccnc1)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.446116973,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12k),O=C(NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2)Cc1ccccc1,6.696803943,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12l),O=C(NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2)CCc1ccccc1,6.2915791,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12m),O=C(c1ccco1)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,7.455931956,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (12n),O=C(c1ccno1)NC1CCc2c1cc(CCN1CCN(CC1)c1nsc3c1cccc3)cc2,6.823908741,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (13a),CC(=O)NC1CCc2c1ccc(c2)CCN1CCN(CC1)c1nsc2c1cccc2,5.657182685,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (13b),CCC(=O)NC1CCc2c1ccc(c2)CCN1CCN(CC1)c1nsc2c1cccc2,6.735182177,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (13c),CCCC(=O)NC1CCc2c1ccc(c2)CCN1CCN(CC1)c1nsc2c1cccc2,6.57024772,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (13d),O=C(C1CC1)NC1CCc2c1ccc(c2)CCN1CCN(CC1)c1nsc2c1cccc2,6.863279433,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (13e),O=C(C(C)C)NC1CCc2c1ccc(c2)CCN1CCN(CC1)c1nsc2c1cccc2,6.659555885,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (13f),Fc1ccc(cc1)C(=O)NC1CCc2c1ccc(c2)CCN1CCN(CC1)c1nsc2c1cccc2,6.869666232,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (13g),O=C(c1cccnc1)NC1CCc2c1ccc(c2)CCN1CCN(CC1)c1nsc2c1cccc2,6.694648631,"(Didziapetris & Lanevskij, 2016)"
SNRI inhibitor (5a),COc1cc(Cl)ccc1OC(c1ccccc1)C1CNCCO1,5.48148606,"(Didziapetris & Lanevskij, 2016)"
Antibacterial (1),CC(=O)NC1CCN(C1)Cc1ccc(c(c1)Cl)OCc1ccc(cc1)Cl,5.920818754,"(Didziapetris & Lanevskij, 2016)"
Antibacterial (19),Clc1cccc(c1)COc1ccc(cc1Cl)C(=O)N1CCN(C(=O)C1)C,4.42945706,"(Didziapetris & Lanevskij, 2016)"
Antibacterial (24),Clc1cccc(c1)COc1ccc(cc1C)C(=O)N1CCN(CC1)C(=O)C1CCCO1,4.621602099,"(Didziapetris & Lanevskij, 2016)"
Antibacterial (42),Clc1cccc(c1)COc1cnc(cc1Cl)c1nnco1,4,"(Didziapetris & Lanevskij, 2016)"
SRI inhibitor (14),CCCN(C(=O)c1ccc2c(c1)cccc2)C1CCNCC1,4.896196279,"(Didziapetris & Lanevskij, 2016)"
SRI inhibitor (19),CC(CN(C(=O)c1ccc2c(c1)cccc2)C1CNCC1)C,5.15490196,"(Didziapetris & Lanevskij, 2016)"
SRI inhibitor (26),CS(=O)(=O)N(C1CNCC1)Cc1ccc2c(c1)cccc2,5.37675071,"(Didziapetris & Lanevskij, 2016)"
SRI inhibitor (27),Fc1ccc2c(c1)ccc(c2C)CN(S(=O)(=O)C)C1CNCC1,5.795880017,"(Didziapetris & Lanevskij, 2016)"
SRI inhibitor (28),CS(=O)(=O)N(C1CCNCC1)Cc1ccc2c(c1)cccc2,5.494850022,"(Didziapetris & Lanevskij, 2016)"
SRI inhibitor (31),CCC(=O)N(C1CCNCC1)Cc1ccc2c(c1)cccc2,4.920818754,"(Didziapetris & Lanevskij, 2016)"
SRI inhibitor (33),CC(=O)N(C1CNCC1)Cc1ccc2c(c1)cccc2,5.096910013,"(Didziapetris & Lanevskij, 2016)"
SRI inhibitor (15),O=C(N(C1CCC1)C1CCNCC1)c1ccc2c(c1)cccc2,5,"(Didziapetris & Lanevskij, 2016)"
SRI inhibitor (30),CC(=O)N(C1CCNCC1)Cc1ccc2c(c1)cccc2,4.698970004,"(Didziapetris & Lanevskij, 2016)"
NOP receptor agonist (51),CNC(=O)Cn1c(=O)n(c2c1cccc2)C1CCN(CC1)C1CCC(CC1)C(C)C,5.37675071,"(Didziapetris & Lanevskij, 2016)"
NOP receptor agonist (4),CNC(=O)Cn1c(=O)n(c2c1cccc2)C1CCN(CC1)CCC(C(C)C)Oc1cc(OC)ccc1C,7.251811973,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (14),N#Cc1ccc(cc1)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,6.107905397,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (16),CC1CCCN1CCc1ccc2c(c1)ccc(n2)C,4.26760624,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (17),CC1CCCN1CCc1ccc2c(c1)ccc(n2)C1CC1,4.958607315,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (18),CC1CCCN1CCc1ccc2c(c1)ccc(n2)C(C)(C)C,5.769551079,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (19),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1nccs1,5.537602002,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (20),CC1CCCN1CCc1ccc2c(c1)ccc(n2)C1=NCCS1,5.200659451,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (21),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1sc(nc1C)C,5.292429824,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (23),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1onc(c1)Br,6.657577319,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (24),CCOC(=O)c1c(C)noc1c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.823908741,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (25),CCOC(=O)c1noc(c1)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.37675071,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (28),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1c[nH]nc1C,5.356547324,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (30),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cn(nc1C)C,5.207608311,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (32),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cocc1,5.677780705,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (33),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cscc1,5.920818754,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (34),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cccs1,6.207608311,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (35),N#Cc1ccc(s1)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,6.318758763,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (36),CCOC(=N)c1ccc(s1)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.920818754,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (37),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1ccccn1,5.346787486,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (38),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cccnc1,5.522878745,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (39),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1ccncc1,5.161150909,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (40),Clc1ccc(cn1)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,6.060480747,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (41),Cc1ccc(cn1)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.200659451,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (42),Cc1ccc(c(n1)C)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.301029996,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (43),N#Cc1cc(c(nc1C)C)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.677780705,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (46),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnccn1,5.207608311,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (48),COc1ncc(cn1)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.251811973,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (49),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnc(nc1C)N1CCCC1,5.585026652,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (50),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cc(C)nc(n1)c1ccccc1,7.522878745,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (51),CC1CCN(CC1)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.251811973,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (52),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1ccc(cc1)N1CCCCC1,6.161150909,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (53),O=c1ccn(cc1)c1ccc(cc1)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.301029996,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (54),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnc(s1)c1ccccc1,6.468521083,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (55),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1sc(nc1C)c1cccs1,6.031517051,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (56),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1sc(nc1C)c1ccncn1,5.102372909,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (57),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1sc(nc1C)N1CCOCC1,5.292429824,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (58),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1sc(nc1C)c1ccccn1,5.552841969,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (59),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1sc(nc1C)c1cccnc1,5.823908741,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (60),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1sc(nc1C)c1ccncc1,5.920818754,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (61),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnc(s1)c1csc(n1)C,5.508638306,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (62),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1csc(n1)c1noc(c1)C,6.148741651,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (63),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnc(s1)c1cc(Cl)nc(c1)Cl,5.292429824,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (64),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1csc(n1)c1ccccc1,6.397940009,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (65),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1csc(n1)c1ccc(nc1)OCC(F)(F)F,6.420216403,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (66),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1ccc(s1)c1ccc(s1)C,6.301029996,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (67),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnn(c1C)c1ccc(c(c1)Cl)Cl,6.823908741,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (68),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnn(c1C)c1ccccn1,5.301029996,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (69),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnn(c1C)c1nc(C)cc(c1)C(F)(F)F,5.37675071,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (70),CCOc1ccc(nn1)n1ncc(c1C)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,5.585026652,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (71),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnn(c1C)c1ccc(nn1)N(C)C,5.346787486,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (72),Fc1ccc(c(c1)F)n1nnc(c1C)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,6.142667504,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (73),Clc1ccc(cc1)c1noc(c1C)c1ccc2c(n1)ccc(c2)CCN1CCCC1C,6.356547324,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (74),Clc1ccc(cc1)c1noc(c1c1ccc2c(n1)ccc(c2)CCN1CCCC1C)C,6.397940009,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (75),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1c(nn(c1Cl)C)c1ccccc1,5.823908741,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (76),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1c(C)onc1c1ccccc1,5.795880017,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (77),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1nc2c(s1)cccc2,6.318758763,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (78),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1sc2n(c1C)c1c(n2)cccc1,6.366531544,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (79),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1sc2n(c1C)ncn2,6.148741651,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (81),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1c(C)nc2n1cccc2,5.698970004,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (82),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1ccc2c(c1)nccn2,5.677780705,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (84),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1ccc2c(c1)COCO2,6.040958608,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (86),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnc2n(c1C)nc(c2)C,5.657577319,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (87),C[C@@H]1CCCN1CCc1ccc2c(c1)ccc(n2)c1ccn2c(n1)ncn2,5.283996656,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (15),CC1CCCN1CCc1ccc2c(c1)cccn2,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (22),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1oc(nc1C)C,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (26),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1ccn[nH]1,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (27),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1c[nH]nc1,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (29),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnn(c1C)C,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (31),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1c(C)n[nH]c1C,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (44),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cc(C(=O)N)c(nc1C)C,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (45),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1c(=O)cc[nH]c1C(F)(F)F,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (47),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cncnc1,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (80),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1nc2n(c1)CCS2,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (83),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cc2cccnc2nc1C,5,"(Didziapetris & Lanevskij, 2016)"
H3-histamine antagonist (85),CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnc2c(c1)OCO2,5,"(Didziapetris & Lanevskij, 2016)"
5-HT-6 antagonist (2h),COc1ccc(c2c1cccc2)S(=O)(=O)N1CC(c2c1cccc2)C(=O)N1CCNCCC1,5.899629455,"(Didziapetris & Lanevskij, 2016)"
5-HT2A antagonist (4),Fc1ccc(c(c1)F)C=Cc1ccc(cc1)S(=O)(=O)c1ccccc1,5.36251027,"(Didziapetris & Lanevskij, 2016)"
5-HT2A antagonist (11),Fc1ccc(cc1)C=Cc1ccc(cc1)S(=O)(=O)c1ccccc1C(O)C,5.083546051,"(Didziapetris & Lanevskij, 2016)"
5-HT2A antagonist (6d),Fc1ccc(c(c1)F)C=Cc1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)N,5.101274818,"(Didziapetris & Lanevskij, 2016)"
Nicotinic receptor antagonist (11),Oc1cncc(c1)c1ccccc1OC1CC2CC1CNC2,5.806875402,"(Didziapetris & Lanevskij, 2016)"
Nicotinic receptor antagonist (12),Fc1ccncc1c1ccccc1OC1CC2CC1CNC2,5.749579998,"(Didziapetris & Lanevskij, 2016)"
Nicotinic receptor antagonist (7),N1CC2CC(C1)C(C2)Oc1ccccc1c1cccnc1,5.665546249,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (7),C(CN1CCN(CC1)c1cccc2c1cccc2)COc1ccc2c(c1)CNC2,6.108462542,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (8),C(COc1ccc2c(c1)CNC2)CCN1CCN(CC1)c1cccc2c1cccc2,5.806875402,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (9),Fc1ccc2c(c1)c(ccc2)N1CCN(CC1)CCCOc1ccc2c(c1)CNC2,6.031050319,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (10),Fc1ccc2c(c1)c(ccc2)N1CCN(CC1)CCCCOc1ccc2c(c1)CNC2,5.774690718,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (11),O=C1NCc2c1cc(OCCCN1CCN(CC1)c1cccc3c1cccc3)cc2,5.55129368,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (12),O=C1NCc2c1cc(OCCCCN1CCN(CC1)c1cccc3c1cccc3)cc2,5.732828272,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (13),Fc1ccc2c(c1)c(ccc2)N1CCN(CC1)CCCOc1ccc2c(c1)C(=O)NC2,5.442492798,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (18),O=C1NCc2c1cc(OCCCN1CCN(CC1)c1cccc3c1c(F)ccc3)cc2,5.88941029,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (19),O=C1NCc2c1cc(OCCCCN1CCN(CC1)c1cccc3c1c(F)ccc3)cc2,5.68613278,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (20),Fc1ccc2c(c1)cccc2N1CCN(CC1)CCCOc1ccc2c(c1)C(=O)NC2,6.35753548,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (21),Fc1ccc2c(c1)cccc2N1CCN(CC1)CCCCOc1ccc2c(c1)C(=O)NC2,6.013676223,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (22),O=C1NCc2c1cc(OCCCN1CCN(CC1)c1cccc3c1cc(F)c(c3)F)cc2,6.042392713,"(Didziapetris & Lanevskij, 2016)"
Dopamine agonist (23),O=C1NCc2c1cc(OCCCCN1CCN(CC1)c1cccc3c1cc(F)c(c3)F)cc2,5.730487056,"(Didziapetris & Lanevskij, 2016)"
5-HT1A/B/D receptor antagonist (10),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc(c1)NS(=O)(=O)C,6.301029996,"(Didziapetris & Lanevskij, 2016)"
5-HT1A/B/D receptor antagonist (12),CC(=O)Nc1cccc(c1)CCN1CCN(CC1)c1cccc2c1ccc(n2)C,5.400116928,"(Didziapetris & Lanevskij, 2016)"
5-HT1A/B/D receptor antagonist (16),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc(c1)NC(=O)c1ccccc1,7.301029996,"(Didziapetris & Lanevskij, 2016)"
5-HT1A/B/D receptor antagonist (24),Cc1scc(n1)C(=O)Nc1cccc(c1)CCN1CCN(CC1)c1cccc2c1ccc(n2)C,6.494850022,"(Didziapetris & Lanevskij, 2016)"
5-HT1A/B/D receptor antagonist (26),CCNC(=O)Nc1cccc(c1)CCN1CCN(CC1)c1cccc2c1ccc(n2)C,6.200659451,"(Didziapetris & Lanevskij, 2016)"
5-HT1A/B/D receptor antagonist (29),O=C(Nc1ccccc1)Nc1cccc(c1)CCN1CCN(CC1)c1cccc2c1ccc(n2)C,6.494850022,"(Didziapetris & Lanevskij, 2016)"
5-HT1A/B/D receptor antagonist (38),Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc(c1)N1CCOC1=O,5.698970004,"(Didziapetris & Lanevskij, 2016)"
"5-HT1A/B/D receptor antagonist (36, GSK-163090)",Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc(c1)N1CCNC1=O,4.899629455,"(Didziapetris & Lanevskij, 2016)"
